"","id","host_id","host_location","host_response_time","host_response_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","daily_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","TV","WiFi","Air_Condition","Wheelchair_accessible","Kitchen","Breakfast","Elevator","Heating","Washer","Iron","Host_greets_you","Paid_parking_on_premises","Luggage_dropoff_allowed","Long_term_stays_allowed","Doorman","Pets_allowed","Smoking_allowed","Suitable_for_events","24_hour_check_in"
"2306","23162142",172175282,"1","1",45,"0",1,"1","0","2",20125,45.49399,9.20649,"Entire home/apt",4,3,1,2,"1",80,48,69,2,20,2,3,7,24,149,19,93,9,9,10,10,9,9,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0"
"2307","23165983",172209153,"1","1",57,"0",1,"1","0","2",20127,45.49068,9.22142,"Entire home/apt",6,3,2,2,"1",59,1,1,1,25,1,18,46,52,52,31,97,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"2308","23175915",31019680,"1","1",57,"1",8,"1","1","2",20124,45.48218,9.20012,"Entire home/apt",4,3,1,2,"1",80,13,38,2,15,1,5,16,21,260,132,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0"
"2309","23182149",40178774,"1","1",57,"0",4,"1","0","2",20124,45.48203,9.20585,"Entire home/apt",4,3,1,1,"1",85,13,1,1,17,1,1,4,23,96,3,100,10,10,9,9,10,10,"1","0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0"
"2310","23269201",13806742,"1","1",57,"0",2,"1","0","2",20125,45.48951,9.20588,"Entire home/apt",3,3,1,2,"1",65,1,30,1,0,2,0,2,10,129,153,93,10,9,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0"
"2311","23298896",31019680,"1","1",57,"1",8,"1","1","2",20124,45.48083,9.20105,"Entire home/apt",8,5,2,2,"1",140,13,57,4,15,2,7,14,19,240,69,97,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2312","23302715",31019680,"1","1",57,"1",8,"1","1","2",20124,45.4816,9.19992,"Entire home/apt",4,3,1,1,"1",80,13,38,2,20,1,7,23,36,121,70,97,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"2313","23332583",134261130,"1","1",57,"0",1,"1","0","2",20126,45.51538,9.22347,"Entire home/apt",2,3,1,1,"1",60,1,30,1,0,1,0,4,4,4,19,94,10,9,10,10,9,9,"0","1","0","0","1","1","1","0","1","0","0","1","1","0","1","0","1","1","0","0","0","1","0"
"2314","23351942",123389351,"1","1",57,"0",1,"1","0","2",20124,45.4802,9.20082,"Entire home/apt",2,3,1,2,"1",100,1,1,1,30,2,16,44,74,74,8,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0"
"2315","23384124",29141615,"1","1",52,"0",4,"1","0","2",20127,45.49232,9.22189,"Entire home/apt",3,3,1,1,"1",36,1,45,1,7,30,28,58,88,363,4,85,9,9,10,9,10,8,"0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2316","23384231",174331957,"1","1",57,"1",5,"1","0","2",20128,45.51102,9.2257,"Entire home/apt",2,3,1,2,"1",49,13,38,1,10,1,13,18,48,48,48,100,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0"
"2317","23388776",8862171,"1","1",57,"0",2,"1","0","2",20127,45.49258,9.21949,"Entire home/apt",4,3,1,2,"1",40,43,36,2,15,3,0,6,35,35,82,96,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"2318","23410390",7502852,"1","1",57,"1",1,"1","0","2",20131,45.48886,9.21845,"Entire home/apt",2,3,0,1,"1",50,31,30,1,0,1,15,20,39,127,105,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"2319","23428237",40126815,"1","1",57,"1",1,"1","1","2",20125,45.49059,9.20628,"Entire home/apt",6,3,2,4,"1",120,143,57,2,35,2,9,25,48,323,63,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0"
"2320","23435852",9507759,"1","1",54,"0",8,"1","1","2",20124,45.48369,9.20314,"Entire home/apt",2,3,1,1,"1",73,31,45,1,0,1,17,43,73,348,72,94,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"2321","23446900",9498043,"1","1",53,"0",17,"1","1","2",20131,45.48766,9.2318,"Entire home/apt",7,3,2,5,"1",65,1,30,2,15,1,10,25,38,38,10,69,8,8,8,8,8,7,"1","1","0","0","1","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","1","0","0"
"2322","23560629",6086308,"1","1",57,"1",6,"1","1","2",20124,45.48271,9.20553,"Entire home/apt",2,3,1,1,"1",64,1,20,2,90,1,4,9,12,120,127,100,10,10,10,10,10,10,"1","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0"
"2323","23563676",175898298,"1","1",57,"1",1,"1","0","2",20125,45.49185,9.20326,"Entire home/apt",2,3,1,1,"1",39,1,20,1,0,1,0,2,4,156,159,98,10,10,10,10,10,10,"1","1","0","0","0","1","1","0","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0"
"2324","23570243",176159122,"1","1",57,"1",1,"1","0","2",20124,45.48954,9.21322,"Entire home/apt",6,5,2,3,"1",98,1,75,4,15,1,20,44,63,101,48,94,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"2325","23586433",115445905,"1","1",57,"1",1,"1","0","2",20124,45.48551,9.2088,"Entire home/apt",2,3,1,1,"1",120,66,45,1,0,2,25,45,68,68,33,99,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"2326","23619087",176712792,"1","1",57,"0",1,"1","0","2",20127,45.48938,9.21651,"Entire home/apt",6,5,2,3,"1",73,1,69,3,10,1,19,40,67,244,78,86,9,9,9,9,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2327","23626567",160283598,"1","1",57,"0",1,"1","0","2",20131,45.48777,9.23167,"Entire home/apt",2,3,1,1,"1",220,1,34,1,0,2,27,57,87,177,9,100,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0"
"2328","23627817",1286659,"1","1",45,"0",3,"1","0","2",20127,45.48935,9.21539,"Entire home/apt",3,3,1,1,"1",120,1,1,2,7,2,27,57,87,362,2,90,9,10,9,10,7,9,"0","1","0","0","1","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2329","23694114",5934805,"1","0",57,"0",2,"1","1","2",20127,45.49053,9.21316,"Entire home/apt",4,5,2,2,"1",90,13,30,2,10,3,2,17,17,189,3,93,10,10,9,9,9,9,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0"
"2330","23708893",64719155,"1","0",57,"0",2,"1","0","2",20125,45.49332,9.20733,"Entire home/apt",2,3,1,1,"1",120,93,45,1,0,3,0,0,0,0,8,98,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0"
"2331","23729531",65855267,"1","1",57,"0",3,"1","0","2",20127,45.49043,9.22105,"Entire home/apt",3,3,1,1,"1",266,13,80,2,15,4,0,0,0,0,1,100,10,10,10,10,10,10,"1","0","0","0","1","1","1","0","1","1","0","1","1","1","1","0","0","1","0","1","0","0","0"
"2332","23765097",178255580,"1","1",57,"1",1,"1","0","2",20127,45.49057,9.21922,"Entire home/apt",4,5,2,2,"1",53,1,69,2,20,2,20,46,70,154,67,96,10,9,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2333","23769021",65335093,"1","1",57,"0",2,"1","0","2",20159,45.49986,9.19386,"Entire home/apt",5,3,1,3,"1",99,13,45,4,25,1,29,59,89,364,8,98,10,9,10,10,9,10,"0","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0"
"2334","23769925",123098622,"1","1",57,"1",2,"1","0","2",20127,45.48909,9.21032,"Entire home/apt",6,3,3,3,"1",550,1,38,1,0,4,0,0,0,0,1,80,10,6,10,10,10,10,"1","1","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0"
"2335","23780173",178414424,"1","0",37,"0",1,"1","0","2",20131,45.48627,9.21712,"Entire home/apt",7,3,3,7,"1",169,48,98,4,10,2,24,52,79,103,7,73,8,8,6,7,9,8,"0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"2336","23781107",3026123,"1","0",29,"0",12,"1","1","2",20132,45.50925,9.24672,"Entire home/apt",4,5,2,3,"1",100,105,80,2,20,5,29,59,89,89,1,100,10,10,10,10,10,10,"0","0","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"2337","23803420",21670491,"1","1",57,"0",4,"1","0","2",20127,45.49147,9.22163,"Entire home/apt",3,3,1,1,"1",54,56,30,2,20,1,23,50,80,170,105,90,9,9,9,9,9,9,"1","0","0","0","1","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"2338","23834130",178945733,"1","1",57,"1",1,"1","0","2",20124,45.48212,9.20404,"Entire home/apt",2,3,1,1,"1",60,1,41,1,0,1,0,0,6,66,101,97,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2339","23844810",62425057,"1","0",57,"0",3,"1","0","2",20127,45.49322,9.22089,"Entire home/apt",2,3,0,1,"1",100,1,1,1,0,25,30,60,90,365,1,100,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"2340","23864623",11144556,"1","1",57,"1",2,"1","0","2",20124,45.4845,9.20561,"Entire home/apt",4,3,2,4,"1",150,105,45,1,0,2,28,53,83,249,12,100,10,10,10,10,10,10,"0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2341","23888127",16716189,"1","1",57,"0",1,"1","0","2",20124,45.48431,9.20517,"Entire home/apt",4,3,1,2,"1",65,1,20,2,10,2,0,0,0,7,2,100,10,10,10,10,9,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2342","23897037",859896,"1","1",57,"1",1,"1","1","2",20125,45.49549,9.21464,"Entire home/apt",3,4,1,1,"1",120,1,38,2,15,2,5,18,48,131,64,97,10,9,10,10,10,10,"0","1","0","0","1","1","0","0","1","1","1","1","1","1","0","1","0","1","0","1","0","0","0"
"2343","23897234",17023800,"1","1",56,"0",42,"1","0","2",20124,45.48312,9.20394,"Entire home/apt",2,3,1,1,"1",60,13,51,1,15,2,16,43,69,193,42,94,10,10,9,9,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0"
"2344","23950064",14388272,"1","1",57,"0",1,"1","1","2",20131,45.49072,9.22404,"Entire home/apt",2,3,1,2,"1",40,66,30,2,20,1,7,7,17,17,87,96,10,10,10,10,9,9,"0","1","0","0","0","1","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0"
"2345","23957431",58030794,"1","1",57,"0",33,"1","0","2",20127,45.49061,9.22001,"Entire home/apt",2,3,1,1,"1",54,1,75,1,15,1,20,50,80,254,4,85,9,9,10,10,9,8,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2346","23969300",21682149,"1","1",57,"0",1,"1","0","2",20126,45.5087,9.21932,"Entire home/apt",3,3,1,1,"1",45,1,38,2,10,2,8,25,52,52,18,96,10,10,10,10,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0"
"2347","23969305",180267342,"1","1",57,"0",1,"1","0","2",20131,45.48838,9.22653,"Entire home/apt",4,3,2,2,"1",65,1,51,2,12,1,0,0,0,0,21,90,9,9,9,9,9,8,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"2348","23969907",7584327,"1","1",57,"1",2,"1","1","2",20125,45.49057,9.20613,"Entire home/apt",5,3,2,2,"1",109,37,1,2,29,3,3,6,14,14,145,100,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"2349","23976476",180338357,"1","1",57,"0",1,"1","0","2",20127,45.49155,9.22069,"Entire home/apt",2,3,0,1,"1",73,31,45,1,0,4,11,20,50,50,4,95,10,10,10,10,10,9,"0","1","0","0","1","1","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0"
"2350","24007356",30511350,"1","1",47,"0",3,"1","0","2",20125,45.49166,9.20406,"Entire home/apt",4,3,2,2,"1",100,1,57,1,0,20,28,49,59,334,3,100,10,6,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1","0","0"
"2351","24009035",59351436,"1","1",57,"1",1,"1","0","2",20127,45.49012,9.22014,"Entire home/apt",2,3,1,1,"1",75,31,38,1,0,2,7,27,47,227,118,99,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0"
"2352","24054557",181083647,"1","1",57,"1",2,"1","0","2",20127,45.49152,9.21962,"Entire home/apt",5,3,1,3,"1",51,1,30,2,12,3,7,17,30,278,69,97,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0"
"2353","24057681",40947076,"1","1",57,"1",3,"1","1","2",20124,45.48433,9.20486,"Entire home/apt",4,3,1,1,"1",71,56,51,2,10,1,17,40,63,63,59,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"2354","24062866",22515980,"1","1",57,"1",1,"1","0","2",20127,45.4889,9.21842,"Entire home/apt",3,3,1,2,"1",70,66,30,2,20,2,7,12,19,107,50,97,10,9,10,10,10,10,"1","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0"
"2355","24078025",21779134,"1","1",57,"1",1,"1","0","2",20128,45.51065,9.22509,"Entire home/apt",4,3,2,4,"1",59,1,57,2,15,2,6,18,25,236,40,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0"
"2356","24090828",117762662,"1","1",57,"0",1,"1","1","2",20125,45.4911,9.20508,"Entire home/apt",3,3,1,2,"1",50,1,20,1,20,2,0,0,0,0,4,95,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0"
"2357","24115988",35286594,"1","1",57,"1",2,"1","1","2",20159,45.49955,9.19541,"Entire home/apt",2,3,1,1,"1",59,13,45,1,0,3,15,45,75,165,26,98,10,10,10,10,9,10,"0","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"2358","24132305",105564653,"0","1",57,"0",2,"1","0","2",20132,45.5098,9.24956,"Entire home/apt",5,5,2,3,"1",99,1,38,1,0,1,14,22,44,313,4,85,9,10,10,10,9,9,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","1","0"
"2359","24153468",11205074,"1","1",57,"0",2,"1","1","2",20127,45.4932,9.21531,"Entire home/apt",4,5,1,1,"1",100,71,69,1,35,2,28,58,88,363,3,100,9,10,10,10,10,9,"1","1","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2360","24177893",5576637,"1","1",57,"1",1,"1","1","2",20127,45.48661,9.21823,"Entire home/apt",2,3,1,1,"1",73,1,30,1,0,3,0,0,0,0,11,96,10,10,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"2361","24187976",5044964,"1","1",53,"0",23,"1","0","2",20124,45.47881,9.20202,"Entire home/apt",4,3,1,2,"1",50,1,30,1,12,1,13,29,44,195,31,81,8,9,8,8,9,8,"1","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"2362","24193338",182370001,"1","1",57,"0",1,"1","0","2",20124,45.48116,9.2008,"Entire home/apt",4,3,0,2,"1",61,1,63,2,10,1,28,47,77,257,63,91,10,10,9,10,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"2363","24193504",39172815,"1","1",57,"0",3,"1","1","2",20131,45.48763,9.22833,"Entire home/apt",3,3,1,2,"1",60,13,20,1,0,2,0,0,0,0,9,96,9,9,10,10,9,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","1","1","1","0"
"2364","24198207",123212298,"1","1",57,"1",6,"1","0","2",20132,45.50345,9.24379,"Entire home/apt",6,5,2,3,"1",75,1,80,3,15,1,26,34,55,235,22,97,10,10,9,10,9,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0"
"2365","24213671",159544967,"1","1",57,"0",3,"1","0","2",20124,45.48189,9.20038,"Entire home/apt",4,3,1,1,"1",89,1,45,2,20,1,5,25,39,123,69,98,10,10,10,10,10,10,"1","0","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0"
"2366","24213845",173504574,"1","1",55,"0",10,"1","0","2",20125,45.49379,9.2201,"Entire home/apt",3,3,0,2,"1",42,1,59,2,10,1,28,47,77,352,50,84,9,9,9,9,9,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0"
"2367","24215076",88637103,"1","1",57,"1",1,"1","0","2",20127,45.50119,9.2208,"Entire home/apt",2,3,1,1,"1",42,31,63,1,5,7,1,21,40,130,10,96,10,10,10,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"2368","24217456",12469378,"1","1",57,"0",1,"1","1","2",20125,45.4938,9.20564,"Entire home/apt",4,3,1,2,"1",89,1,30,2,20,5,7,15,19,222,14,90,9,9,10,9,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","0","0","0","1","1","0","1","0","1","0"
"2369","24244029",159544967,"1","1",57,"0",3,"1","0","2",20124,45.48121,9.2012,"Entire home/apt",4,3,1,1,"1",89,1,45,2,20,1,13,30,41,127,16,96,10,10,10,10,10,10,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"2370","24245964",2851363,"1","1",57,"1",3,"1","1","2",20125,45.49011,9.20483,"Entire home/apt",6,5,2,3,"1",130,1,3,4,30,1,12,34,54,313,63,98,10,10,10,10,10,10,"1","1","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","1","0","1","0","0","0"
"2371","24247397",182820497,"1","1",57,"1",2,"1","0","2",20131,45.49181,9.22531,"Entire home/apt",3,3,1,2,"1",76,1,1,2,15,1,20,50,61,61,50,95,10,9,10,10,8,9,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0"
"2372","24255569",118728866,"1","1",57,"1",2,"1","0","2",20127,45.4988,9.22148,"Entire home/apt",4,3,1,2,"1",60,1,45,3,30,2,5,15,24,284,52,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1","0","0","0"
"2373","24257963",65855267,"1","1",57,"0",3,"1","0","2",20127,45.49212,9.22218,"Entire home/apt",3,3,1,1,"1",89,1,51,1,15,3,0,1,1,9,1,100,10,10,10,10,10,10,"1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0"
"2374","24259037",182831243,"1","1",57,"0",1,"1","0","2",20127,45.49166,9.21937,"Entire home/apt",2,3,1,1,"1",75,48,80,1,0,2,28,58,75,350,1,100,10,10,10,10,10,10,"1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0"
"2375","24271747",1380892,"1","1",57,"0",64,"1","0","2",20124,45.48768,9.20264,"Entire home/apt",2,3,1,1,"1",80,1,30,1,0,1,6,14,44,290,151,92,9,10,9,10,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","0","0"
"2376","24271829",1380892,"1","1",57,"0",64,"1","0","2",20124,45.48748,9.20312,"Entire home/apt",2,3,1,1,"1",80,1,30,1,0,1,2,7,27,264,125,92,10,10,9,10,9,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0"
"2377","24273267",5044964,"1","1",53,"0",23,"1","0","2",20124,45.48408,9.20029,"Entire home/apt",4,3,1,2,"1",40,1,30,1,12,1,14,28,49,303,57,71,8,8,9,8,9,8,"1","1","1","1","1","1","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0"
"2378","24298503",156294948,"0","1",55,"0",33,"1","0","2",20124,45.4881,9.20882,"Entire home/apt",4,3,2,2,"1",96,66,72,2,31,1,25,45,68,145,11,98,10,9,9,10,10,10,"0","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"2379","24300489",16086263,"1","0",1,"0",1,"1","1","2",20125,45.49672,9.19831,"Entire home/apt",4,5,2,2,"1",120,1,45,1,0,1,30,60,90,180,7,95,10,10,10,10,9,10,"1","1","0","0","1","1","0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0"
"2380","24302944",5640355,"1","1",57,"0",1,"1","1","2",20124,45.48011,9.19729,"Entire home/apt",2,3,1,1,"1",70,66,69,1,80,2,25,52,82,172,5,100,10,10,10,10,10,10,"1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0"
"2381","24307165",183371953,"1","1",57,"1",1,"1","0","2",20124,45.48652,9.21049,"Entire home/apt",2,3,1,1,"1",112,1,20,1,15,1,0,5,28,28,22,97,10,10,10,10,10,9,"0","1","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2382","24308738",52745675,"1","1",57,"1",2,"1","1","2",20127,45.49239,9.219,"Entire home/apt",2,3,1,1,"1",45,1,3,2,5,2,5,13,34,124,97,98,10,10,10,10,9,10,"1","1","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0"
"2383","24317328",103842999,"1","1",57,"1",3,"1","0","2",20125,45.48827,9.20429,"Entire home/apt",8,5,2,6,"1",70,1,38,2,20,1,4,22,31,270,159,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0"
"2384","24318581",52745675,"1","1",57,"1",2,"1","1","2",20127,45.49336,9.21879,"Entire home/apt",4,3,1,1,"1",90,1,1,3,10,2,18,18,25,25,17,95,9,10,10,10,9,9,"0","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","0"
"2385","24326898",139460978,"1","1",57,"1",4,"1","1","2",20099,45.52351,9.2249,"Entire home/apt",6,5,2,4,"1",85,1,57,4,14,2,26,47,77,77,6,100,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"2386","24336661",128661874,"1","1",56,"0",201,"1","0","2",20124,45.48164,9.19882,"Entire home/apt",4,3,1,2,"1",163,1,63,4,0,1,0,0,0,178,1,100,10,8,10,10,8,8,"1","0","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2387","24350543",183536968,"1","1",57,"1",1,"1","0","2",20127,45.49363,9.21683,"Entire home/apt",3,3,2,2,"1",55,1,38,2,16,2,15,23,53,53,27,95,10,9,10,10,10,9,"1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0"
"2388","24366558",25137831,"1","1",57,"0",1,"1","0","2",20124,45.48287,9.20228,"Entire home/apt",2,3,1,1,"1",65,56,38,1,0,2,6,17,41,41,79,92,10,10,10,10,10,9,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","0","0","0","0","0","0"
"2389","24368293",19548178,"1","1",57,"0",3,"1","0","2",20125,45.5025,9.21126,"Entire home/apt",4,3,2,3,"1",65,1,45,2,15,5,13,21,48,228,12,82,9,9,10,10,8,8,"1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0"
"2390","24371331",241220060,"1","1",57,"0",1,"1","0","2",20127,45.48999,9.2206,"Entire home/apt",4,3,1,2,"1",50,1,63,2,10,1,21,43,63,243,57,92,10,9,10,10,9,9,"1","1","0","0","1","1","0","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0"
"2391","24383630",159544967,"1","1",57,"0",3,"1","0","2",20124,45.48153,9.20027,"Entire home/apt",4,3,1,1,"1",89,1,45,1,20,1,8,33,43,288,26,98,10,10,10,10,10,10,"1","0","0","0","1","1","1","0","1","1","0","1","1","1","1","0","1","0","0","0","0","0","0"
"2392","24388278",183676271,"1","1",57,"1",1,"1","0","2",20127,45.49988,9.23502,"Entire home/apt",3,3,1,1,"1",38,1,37,1,15,1,5,5,34,34,23,98,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0"
"2393","24391108",21413989,"1","1",57,"0",2,"1","1","2",20125,45.49387,9.20807,"Entire home/apt",4,3,1,2,"1",149,1,55,2,20,3,5,13,41,221,23,97,10,9,10,10,9,9,"0","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"2394","24407653",45198030,"1","1",57,"1",3,"1","1","2",20125,45.49391,9.20339,"Entire home/apt",3,3,1,2,"1",90,13,57,2,30,3,26,56,86,176,11,98,10,10,10,10,10,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0"
"2395","24418345",5616365,"1","1",57,"0",2,"1","1","2",20127,45.48825,9.21835,"Entire home/apt",4,3,1,1,"1",70,48,45,1,30,3,29,59,89,89,2,90,10,8,10,10,10,9,"0","1","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"2396","24421105",10156925,"1","1",57,"0",3,"1","0","2",20127,45.48938,9.21681,"Entire home/apt",4,3,1,2,"1",90,1,38,1,10,2,11,23,23,155,46,98,10,10,10,10,9,10,"1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0"
